"data_zone","simd_rank"
"S01009642",2774
"S01009643",5153
"S01009644",1943
"S01009645",2740
"S01009646",1795
"S01009647",722
"S01009648",2215
"S01009649",1691
"S01009650",5648
"S01009651",4803
"S01009652",5024
"S01009653",6124
"S01009654",3810
"S01009655",1249
"S01009656",245
"S01009657",3269
"S01009658",753
"S01009659",1322
"S01009660",1932
"S01009661",4504
"S01009662",3784
"S01009663",4035
"S01009664",5194
"S01009665",3261
"S01009666",3286
"S01009667",6014
"S01009668",5952
"S01009669",5061
"S01009670",3902
"S01009671",4993
"S01009672",2369
"S01009673",3956
"S01009674",4474
"S01009675",4404
"S01009676",3778
"S01009677",4649
"S01009678",4285
"S01009679",3195
"S01009680",3567
"S01009681",2989
"S01009682",6314
"S01009683",4829
"S01009684",5815
"S01009685",2653
"S01009686",2657
"S01009687",4393
"S01009688",877
"S01009689",3066
"S01009690",3355
"S01009691",5827
"S01009692",4849
"S01009693",6420
"S01009694",5515
"S01009695",5268
"S01009696",5144
"S01009697",5324
"S01009698",6372
"S01009699",4850
"S01009700",3550
"S01009701",4688
"S01009702",4734
"S01009703",3687
"S01009704",5335
"S01009705",2187
"S01009706",3532
"S01009707",4939
"S01009708",3476
"S01009709",3919
"S01009710",4140
"S01009711",2535
"S01009712",4011
"S01009713",4069
"S01009714",5489
"S01009715",5135
"S01009716",6237
"S01009717",3859
"S01009718",3408
"S01009719",3282
"S01009720",3487
"S01009721",6965
"S01009722",6776
"S01009723",6599
"S01009724",2614
"S01009725",6654
"S01009726",6932
"S01009727",5062
"S01009728",6515
"S01009729",6723
"S01009730",6173
"S01009731",6763
"S01009732",6527
"S01009733",5986
"S01009734",6622
"S01009735",6920
"S01009736",6719
"S01009737",3815
"S01009738",5757
"S01009739",5679
"S01009740",2985
"S01009741",6741
"S01009742",6206
"S01009743",5547
"S01009744",5788
"S01009745",5882
"S01009746",6166
"S01009747",3031
"S01009748",3832
"S01009749",4891
"S01009750",3171
"S01009751",2603
"S01009752",6614
"S01009753",4738
"S01009754",5422
"S01009755",5556
"S01009756",5699
"S01009757",6696
"S01009758",3610
"S01009759",593
"S01009760",1134
"S01009761",3300
"S01009762",1901
"S01009763",6575
"S01009764",287
"S01009765",1406
"S01009766",2179
"S01009767",78
"S01009768",431
"S01009769",4671
"S01009770",3067
"S01009771",3201
"S01009772",4343
"S01009773",6002
"S01009774",6144
"S01009775",338
"S01009776",322
"S01009777",572
"S01009778",568
"S01009779",822
"S01009780",10
"S01009781",543
"S01009782",3192
"S01009783",110
"S01009784",182
"S01009785",798
"S01009786",484
"S01009787",367
"S01009788",1910
"S01009789",1289
"S01009790",1603
"S01009791",709
"S01009792",5678
"S01009793",3581
"S01009794",5883
"S01009795",5639
"S01009796",4830
"S01009797",4016
"S01009798",5462
"S01009799",285
"S01009800",894
"S01009801",801
"S01009802",633
"S01009803",343
"S01009804",752
"S01009805",614
"S01009806",2062
"S01009807",2176
"S01009808",1856
"S01009809",2214
"S01009810",1045
"S01009811",1118
"S01009812",1836
"S01009813",426
"S01009814",3372
"S01009815",2497
"S01009816",3739
"S01009817",1688
"S01009818",4822
"S01009819",3733
"S01009820",2766
"S01009821",4053
"S01009822",2542
"S01009823",286
"S01009824",1193
"S01009825",1081
"S01009826",992
"S01009827",364
"S01009828",583
"S01009829",974
"S01009830",2038
"S01009831",3495
"S01009832",3460
"S01009833",1564
"S01009834",1074
"S01009835",635
"S01009836",1888
"S01009837",628
"S01009838",1166
"S01009839",1673
"S01009840",1567
"S01009841",2042
"S01009842",1769
"S01009843",433
"S01009844",1437
"S01009845",1412
"S01009846",1396
"S01009847",1221
"S01009848",806
"S01009849",1802
"S01009850",1767
"S01009851",866
"S01009852",1357
"S01009853",1439
"S01009854",996
"S01009855",2534
"S01009856",2337
"S01009857",1951
"S01009858",2043
"S01009859",189
"S01009860",341
"S01009861",157
"S01009862",846
"S01009863",2287
"S01009864",2611
"S01009865",2078
"S01009866",2406
"S01009867",2403
"S01009868",2469
"S01009869",3226
"S01009870",1728
"S01009871",847
"S01009872",3116
"S01009873",1587
"S01009874",1484
"S01009875",2018
"S01009876",1218
"S01009877",4898
"S01009878",2892
"S01009879",6020
"S01009880",3390
"S01009881",3706
"S01009882",4149
"S01009883",4109
"S01009884",2239
"S01009885",3529
"S01009886",3268
"S01009887",2249
"S01009888",2172
"S01009889",2725
"S01009890",2655
"S01009891",2197
"S01009892",1196
"S01009893",1956
"S01009894",1574
"S01009895",616
"S01009896",782
"S01009897",1924
"S01009898",984
"S01009899",1997
"S01009900",4318
"S01009901",5124
"S01009902",1776
"S01009903",2376
"S01009904",4064
"S01009905",2029
"S01009906",3198
"S01009907",2484
"S01009908",3313
"S01009909",4103
"S01009910",3725
"S01009911",4500
"S01009912",4303
"S01009913",4600
"S01009914",4434
"S01009915",4577
"S01009916",3342
"S01009917",5649
"S01009918",5557
"S01009919",3801
"S01009920",5224
"S01009921",4367
"S01009922",5317
"S01009923",3944
"S01009924",4339
"S01009925",4784
"S01009926",4369
"S01009927",2836
"S01009928",6071
"S01009929",5386
"S01009930",3744
"S01009931",6069
"S01009932",4509
"S01009933",1794
"S01009934",4629
"S01009935",1140
"S01009936",2561
"S01009937",2424
"S01009938",617
"S01009939",49
"S01009940",598
"S01009941",3138
"S01009942",472
"S01009943",1678
"S01009944",1721
"S01009945",352
"S01009946",1305
"S01009947",2196
"S01009948",316
"S01009949",2303
"S01009950",6496
"S01009951",6702
"S01009952",5392
"S01009953",4755
"S01009954",3072
"S01009955",2549
"S01009956",2398
"S01009957",6421
"S01009958",5156
"S01009959",5926
"S01009960",5155
"S01009961",3406
"S01009962",3319
"S01009963",5754
"S01009964",4995
"S01009965",4394
"S01009966",5496
"S01009967",5955
"S01009968",4360
"S01009969",5396
"S01009970",653
"S01009971",69
"S01009972",573
"S01009973",2184
"S01009974",540
"S01009975",86
"S01009976",144
"S01009977",109
"S01009978",100
"S01009979",690
"S01009980",443
"S01009981",87
"S01009982",348
"S01009983",40
"S01009984",473
"S01009985",54
"S01009986",1125
"S01009987",993
"S01009988",1903
"S01009989",2762
"S01009990",3507
"S01009991",2453
"S01009992",565
"S01009993",3002
"S01009994",3128
"S01009995",2953
"S01009996",2228
"S01009997",2502
"S01009998",3696
"S01009999",4681
"S01010000",2536
"S01010001",2794
"S01010002",2820
"S01010003",3732
"S01010004",4924
"S01010005",1861
"S01010006",3234
"S01010007",5114
"S01010008",2925
"S01010009",2482
"S01010010",4653
"S01010011",2543
"S01010012",3690
"S01010013",3181
"S01010014",3572
"S01010015",4647
"S01010016",1471
"S01010017",656
"S01010018",1456
"S01010019",315
"S01010020",1222
"S01010021",68
"S01010022",291
"S01010023",70
"S01010024",532
"S01010025",195
"S01010026",309
"S01010027",3341
"S01010028",236
"S01010029",35
"S01010030",2895
"S01010031",2716
"S01010032",93
"S01010033",1026
"S01010034",137
"S01010035",1813
"S01010036",5959
"S01010037",715
"S01010038",588
"S01010039",4080
"S01010040",1814
"S01010041",1131
"S01010042",2742
"S01010043",1716
"S01010044",2017
"S01010045",796
"S01010046",466
"S01010047",882
"S01010048",169
"S01010049",1696
"S01010050",452
"S01010051",1784
"S01010052",2165
"S01010053",497
"S01010054",56
"S01010055",876
"S01010056",938
"S01010057",1634
"S01010058",417
"S01010059",1862
"S01010060",1937
"S01010061",2681
"S01010062",909
"S01010063",1154
"S01010064",1751
"S01010065",609
"S01010066",221
"S01010067",64
"S01010068",1388
"S01010069",3167
"S01010070",3981
"S01010071",2429
"S01010072",3020
"S01010073",3456
"S01010074",2993
"S01010075",1764
"S01010076",1611
"S01010077",492
"S01010078",4100
"S01010079",5257
"S01010080",4844
"S01010081",4357
"S01010082",3041
"S01010083",448
"S01010084",428
"S01010085",3518
"S01010086",459
"S01010087",4355
"S01010088",5374
"S01010089",880
"S01010090",2506
"S01010091",3123
"S01010092",596
"S01010093",2526
"S01010094",3445
"S01010095",4611
"S01010096",4347
"S01010097",3552
"S01010098",4739
"S01010099",4607
"S01010100",2779
"S01010101",3120
"S01010102",4712
"S01010103",4549
"S01010104",3959
"S01010105",383
"S01010106",578
"S01010107",246
"S01010108",166
"S01010109",146
"S01010110",718
"S01010111",42
"S01010112",305
"S01010113",571
"S01010114",1063
"S01010115",1833
"S01010116",2006
"S01010117",3398
"S01010118",22
"S01010119",180
"S01010120",19
"S01010121",34
"S01010122",711
"S01010123",84
"S01010124",1423
"S01010125",592
"S01010126",506
"S01010127",1006
"S01010128",1
"S01010129",4
"S01010130",107
"S01010131",3786
"S01010132",479
"S01010133",174
"S01010134",1291
"S01010135",875
"S01010136",2656
"S01010137",2039
"S01010138",211
"S01010139",1918
"S01010140",2501
"S01010141",2137
"S01010142",1544
"S01010143",2180
"S01010144",741
"S01010145",1583
"S01010146",1027
"S01010147",1785
"S01010148",379
"S01010149",3659
"S01010150",408
"S01010151",650
"S01010152",2164
"S01010153",698
"S01010154",1288
"S01010155",2198
"S01010156",674
"S01010157",218
"S01010158",1337
"S01010159",1075
"S01010160",6
"S01010161",942
"S01010162",52
"S01010163",57
"S01010164",355
"S01010165",136
"S01010166",671
"S01010167",231
"S01010168",891
"S01010169",227
"S01010170",95
"S01010171",80
"S01010172",1260
"S01010173",1708
"S01010174",2685
"S01010175",1107
"S01010176",1597
"S01010177",765
"S01010178",85
"S01010179",317
"S01010180",4136
"S01010181",507
"S01010182",3681
"S01010183",412
"S01010184",723
"S01010185",471
"S01010186",3843
"S01010187",3015
"S01010188",2750
"S01010189",4062
"S01010190",5066
"S01010191",4073
"S01010192",4642
"S01010193",3496
"S01010194",1816
"S01010195",1827
"S01010196",1019
"S01010197",474
"S01010198",263
"S01010199",688
"S01010200",1326
"S01010201",2261
"S01010202",251
"S01010203",3350
"S01010204",121
"S01010205",318
"S01010206",6349
"S01010207",948
"S01010208",1755
"S01010209",425
"S01010210",854
"S01010211",800
"S01010212",502
"S01010213",1000
"S01010214",2590
"S01010215",1030
"S01010216",113
"S01010217",676
"S01010218",1294
"S01010219",1725
"S01010220",6437
"S01010221",913
"S01010222",963
"S01010223",714
"S01010224",441
"S01010225",1181
"S01010226",1780
"S01010227",6335
"S01010228",198
"S01010229",504
"S01010230",299
"S01010231",270
"S01010232",273
"S01010233",197
"S01010234",3917
"S01010235",4409
"S01010236",2505
"S01010237",3957
"S01010238",3544
"S01010239",1920
"S01010240",3629
"S01010241",1562
"S01010242",513
"S01010243",980
"S01010244",1998
"S01010245",62
"S01010246",604
"S01010247",1403
"S01010248",4327
"S01010249",4096
"S01010250",4450
"S01010251",5039
"S01010252",3215
"S01010253",269
"S01010254",1872
"S01010255",677
"S01010256",2225
"S01010257",2473
"S01010258",6928
"S01010259",879
"S01010260",3885
"S01010261",3070
"S01010262",662
"S01010263",5239
"S01010264",1169
"S01010265",6935
"S01010266",4222
"S01010267",4181
"S01010268",3378
"S01010269",3111
"S01010270",278
"S01010271",3029
"S01010272",867
"S01010273",6620
"S01010274",6800
"S01010275",4820
"S01010276",6725
"S01010277",1905
"S01010278",1365
"S01010279",3339
"S01010280",4709
"S01010281",5543
"S01010282",1670
"S01010283",3254
"S01010284",3745
"S01010285",4273
"S01010286",5831
"S01010287",5006
"S01010288",6309
"S01010289",6168
"S01010290",3077
"S01010291",4154
"S01010292",5475
"S01010293",3568
"S01010294",4941
"S01010295",5165
"S01010296",3459
"S01010297",1516
"S01010298",2374
"S01010299",1826
"S01010300",2668
"S01010301",4407
"S01010302",1347
"S01010303",1473
"S01010304",761
"S01010305",1545
"S01010306",3274
"S01010307",5817
"S01010308",4804
"S01010309",1789
"S01010310",1023
"S01010311",1060
"S01010312",101
"S01010313",346
"S01010314",956
"S01010315",1493
"S01010316",212
"S01010317",3945
"S01010318",2440
"S01010319",2030
"S01010320",1658
"S01010321",1430
"S01010322",5709
"S01010323",1097
"S01010324",241
"S01010325",461
"S01010326",680
"S01010327",296
"S01010328",1092
"S01010329",1369
"S01010330",77
"S01010331",336
"S01010332",15
"S01010333",134
"S01010334",542
"S01010335",60
"S01010336",271
"S01010337",462
"S01010338",224
"S01010339",1136
"S01010340",192
"S01010341",2251
"S01010342",3797
"S01010343",3448
"S01010344",2
"S01010345",5217
"S01010346",2950
"S01010347",220
"S01010348",1474
"S01010349",814
"S01010350",167
"S01010351",1380
"S01010352",124
"S01010353",105
"S01010354",420
"S01010355",349
"S01010356",1068
"S01010357",79
"S01010358",311
"S01010359",505
"S01010360",486
"S01010361",58
"S01010362",168
"S01010363",4216
"S01010364",5876
"S01010365",6164
"S01010366",5263
"S01010367",6531
"S01010368",6225
"S01010369",2887
"S01010370",6639
"S01010371",5828
"S01010372",6703
"S01010373",5371
"S01010374",6938
"S01010375",5002
"S01010376",5376
"S01010377",5517
"S01010378",5513
"S01010379",4161
"S01010380",4691
"S01010381",5090
"S01010382",4396
"S01010383",1907
"S01010384",4658
"S01010385",4200
"S01010386",2099
"S01010387",2633
"S01010388",2732
"S01010389",5890
"S01010390",4082
"S01010391",3697
"S01010392",6426
"S01010393",4268
"S01010394",1271
"S01010395",3079
"S01010396",3804
"S01010397",5480
"S01010398",5778
"S01010399",6756
"S01010400",6507
"S01010401",5367
"S01010402",6566
"S01010403",6505
"S01010404",6024
"S01010405",6402
"S01010406",5742
"S01010407",6006
"S01010408",3525
"S01010409",6511
"S01010410",6487
"S01010411",6827
"S01010412",5031
"S01010413",5696
"S01010414",5426
"S01010415",2121
"S01010416",6397
"S01010417",6411
"S01010418",6074
"S01010419",6095
"S01010420",5917
"S01010421",5849
"S01010422",4453
"S01010423",802
"S01010424",2023
"S01010425",2188
"S01010426",1763
"S01010427",1551
"S01010428",5176
"S01010429",5905
"S01010430",1310
"S01010431",6556
"S01010432",1526
"S01010433",1662
"S01010434",1638
"S01010435",2120
"S01010436",1850
"S01010437",1098
"S01010438",781
"S01010439",1170
"S01010440",390
"S01010441",3439
"S01010442",1126
"S01010443",1775
"S01010444",1368
"S01010445",1509
"S01010446",2487
"S01010447",684
"S01010448",2860
"S01010449",1436
"S01010450",637
"S01010451",627
"S01010452",1995
"S01010453",742
"S01010454",2609
"S01010455",33
"S01010456",1931
"S01010457",2551
"S01010458",710
"S01010459",1818
"S01010460",5594
"S01010461",528
"S01010462",229
"S01010463",2940
"S01010464",2274
"S01010465",4496
"S01010466",5445
"S01010467",3968
"S01010468",4775
"S01010469",2790
"S01010470",2194
"S01010471",1280
"S01010472",1635
"S01010473",4194
"S01010474",2837
"S01010475",3912
"S01010476",3512
"S01010477",2525
"S01010478",99
"S01010479",961
"S01010480",1722
"S01010481",104
"S01010482",2100
"S01010483",1002
"S01010484",525
"S01010485",2612
"S01010486",5542
"S01010487",2909
"S01010488",577
"S01010489",610
"S01010490",204
"S01010491",47
"S01010492",158
"S01010493",41
"S01010494",968
"S01010495",20
"S01010496",979
"S01010497",147
"S01010498",279
"S01010499",1036
"S01010500",713
"S01010501",447
"S01010502",1303
"S01010503",636
"S01010504",5444
"S01010505",4187
"S01010506",4917
"S01010507",3881
"S01010508",4847
"S01010509",4564
"S01010510",3172
"S01010511",1453
"S01010512",2996
"S01010513",5669
"S01010514",2872
"S01010515",2210
"S01010516",4286
"S01010517",2902
"S01010518",4184
"S01010519",2792
"S01010520",4215
"S01010521",2175
"S01010522",853
"S01010523",912
"S01010524",5010
"S01010525",5141
"S01010526",3636
"S01010527",2456
"S01010528",3588
"S01010529",5172
"S01010530",5447
"S01010531",3806
"S01010532",5234
"S01010533",5208
"S01010534",4623
"S01010535",5373
"S01010536",3212
"S01010537",4505
"S01010538",4325
"S01010539",5345
"S01010540",4269
"S01010541",5000
"S01010542",5404
"S01010543",4853
"S01010544",3965
"S01010545",4417
"S01010546",4832
"S01010547",5723
"S01010548",6267
"S01010549",5237
"S01010550",3174
"S01010551",5296
"S01010552",4838
"S01010553",5951
"S01010554",3727
"S01010555",3497
"S01010556",1848
"S01010557",3001
"S01010558",3000
"S01010559",5331
"S01010560",5829
"S01010561",5591
"S01010562",4860
"S01010563",2348
"S01010564",949
"S01010565",2085
"S01010566",6106
"S01010567",4761
"S01010568",4449
"S01010569",5777
"S01010570",1817
"S01010571",4523
"S01010572",3233
"S01010573",3240
"S01010574",6380
"S01010575",5463
"S01010576",5984
"S01010577",1259
"S01010578",2692
"S01010579",5216
"S01010580",2980
"S01010581",4617
"S01010582",5162
"S01010583",5610
"S01010584",4104
"S01010585",4689
"S01010586",6608
"S01010587",5575
"S01010588",5775
"S01010589",1513
"S01010590",6826
"S01010591",5653
"S01010592",5045
"S01010593",6066
"S01010594",5058
"S01010595",5377
"S01010596",6813
"S01010597",5222
"S01010598",6565
"S01010599",6239
"S01010600",3792
"S01010601",4921
"S01010602",5104
"S01010603",5927
"S01010604",6317
"S01010605",5490
"S01010606",2708
"S01010607",6276
"S01010608",508
"S01010609",1463
"S01010610",4256
"S01010611",1781
"S01010612",4134
"S01010613",2081
"S01010614",375
"S01010615",3022
"S01010616",5845
"S01010617",5946
"S01010618",6105
"S01010619",2395
"S01010620",865
"S01010621",4364
"S01010622",734
"S01010623",3999
"S01010624",1506
"S01010625",6064
"S01010626",4864
"S01010627",3026
"S01010628",4750
"S01010629",4391
"S01010630",1497
"S01010631",2485
"S01010632",1808
"S01010633",919
"S01010634",1699
"S01010635",811
"S01010636",4608
"S01010637",1389
"S01010638",2383
"S01010639",2219
"S01010640",3878
"S01010641",586
"S01010642",692
"S01010643",27
"S01010644",8
"S01010645",3413
"S01010646",4042
"S01010647",5081
"S01010648",3453
"S01010649",3753
"S01010650",2199
"S01010651",2069
"S01010652",3662
"S01010653",4424
"S01010654",2944
"S01010655",5784
"S01010656",3366
"S01010657",5853
"S01010658",5657
"S01010659",5409
"S01010660",4001
"S01010661",4252
"S01010662",4170
"S01010663",5614
"S01010664",6451
"S01010665",4287
"S01010666",4119
"S01010667",4680
"S01010668",4580
"S01010669",4774
"S01010670",4443
"S01010671",5643
"S01010672",2835
"S01010673",2676
"S01010674",3538
"S01010675",4869
"S01010676",4871
"S01010677",5347
"S01010678",2664
"S01010679",2927
"S01010680",2152
"S01010681",2960
"S01010682",4034
"S01010683",3628
"S01010684",3935
"S01010685",2956
"S01010686",4438
"S01010687",5106
"S01010688",5251
"S01010689",4499
"S01010690",3740
"S01010691",6032
"S01010692",4741
"S01010693",6031
"S01010694",4162
"S01010695",4621
"S01010696",3508
"S01010697",4094
"S01010698",3599
"S01010699",4828
"S01010700",5209
"S01010701",3918
"S01010702",4578
"S01010703",4943
"S01010704",2684
"S01010705",4379
"S01010706",2504
"S01010707",5231
"S01010708",3211
"S01010709",5205
"S01010710",1209
"S01010711",5852
"S01010712",1332
"S01010713",3369
"S01010714",1431
"S01010715",3054
"S01010716",2464
"S01010717",6068
"S01010718",4242
"S01010719",5207
"S01010720",5140
"S01010721",5797
"S01010722",4762
"S01010723",6099
"S01010724",4714
"S01010725",5887
"S01010726",4955
"S01010727",6447
"S01010728",5780
"S01010729",6088
"S01010730",6116
"S01010731",4056
"S01010732",458
"S01010733",667
"S01010734",584
"S01010735",164
"S01010736",5965
"S01010737",2945
"S01010738",3078
"S01010739",2646
"S01010740",127
"S01010741",3018
"S01010742",2265
"S01010743",1416
"S01010744",3838
"S01010745",3182
"S01010746",3481
"S01010747",1393
"S01010748",4345
"S01010749",4710
"S01010750",4289
"S01010751",746
"S01010752",2173
"S01010753",1711
"S01010754",2316
"S01010755",4135
"S01010756",5099
"S01010757",4892
"S01010758",4122
"S01010759",3537
"S01010760",4515
"S01010761",4748
"S01010762",4203
"S01010763",3866
"S01010764",4695
"S01010765",3819
"S01010766",3560
"S01010767",2266
"S01010768",3102
"S01010769",4656
"S01010770",2831
"S01010771",3048
"S01010772",2306
"S01010773",3771
"S01010774",1517
"S01010775",5029
"S01010776",2721
"S01010777",1022
"S01010778",31
"S01010779",530
"S01010780",3145
"S01010781",4410
"S01010782",2586
"S01010783",1661
"S01010784",450
"S01010785",4247
"S01010786",4151
"S01010787",3688
"S01010788",3454
"S01010789",3173
"S01010790",3493
"S01010791",4373
"S01010792",2186
"S01010793",4401
"S01010794",4403
"S01010795",4605
"S01010796",4737
"S01010797",5166
"S01010798",4452
"S01010799",3897
"S01010800",2495
"S01010801",2320
"S01010802",3668
"S01010803",2000
"S01010804",5186
"S01010805",4147
"S01010806",707
"S01010807",3163
"S01010808",4560
"S01010809",5361
"S01010810",4150
"S01010811",4020
"S01010812",3592
"S01010813",3373
"S01010814",4446
"S01010815",4253
"S01010816",5915
"S01010817",6030
"S01010818",5360
"S01010819",3105
"S01010820",4879
"S01010821",6792
"S01010822",3946
"S01010823",3582
"S01010824",6096
"S01010825",5227
"S01010826",5358
"S01010827",5511
"S01010828",5354
"S01010829",4189
"S01010830",4729
"S01010831",6232
"S01010832",4226
"S01010833",6558
"S01010834",6362
"S01010835",6280
"S01010836",5278
"S01010837",3549
"S01010838",3131
"S01010839",4978
"S01010840",4402
"S01010841",5157
"S01010842",2250
"S01010843",1426
"S01010844",5092
"S01010845",4141
"S01010846",1536
"S01010847",5397
"S01010848",366
"S01010849",749
"S01010850",1001
"S01010851",736
"S01010852",1467
"S01010853",1548
"S01010854",300
"S01010855",1660
"S01010856",210
"S01010857",2876
"S01010858",430
"S01010859",188
"S01010860",1537
"S01010861",549
"S01010862",63
"S01010863",3519
"S01010864",5863
"S01010865",6197
"S01010866",4238
"S01010867",5359
"S01010868",4209
"S01010869",6047
"S01010870",4168
"S01010871",4440
"S01010872",3387
"S01010873",1849
"S01010874",4831
"S01010875",3976
"S01010876",1458
"S01010877",2575
"S01010878",3094
"S01010879",3063
"S01010880",217
"S01010881",3577
"S01010882",4668
"S01010883",3929
"S01010884",1395
"S01010885",620
"S01010886",1832
"S01010887",1424
"S01010888",1641
"S01010889",1415
"S01010890",1325
"S01010891",966
"S01010892",1254
"S01010893",435
"S01010894",455
"S01010895",304
"S01010896",208
"S01010897",9
"S01010898",43
"S01010899",2037
"S01010900",226
"S01010901",21
"S01010902",660
"S01010903",71
"S01010904",97
"S01010905",1487
"S01010906",544
"S01010907",5289
"S01010908",1082
"S01010909",3835
"S01010910",1387
"S01010911",2107
"S01010912",758
"S01010913",2513
"S01010914",3232
"S01010915",2714
"S01010916",339
"S01010917",1402
"S01010918",1829
"S01010919",1058
"S01010920",533
"S01010921",360
"S01010922",803
"S01010923",1745
"S01010924",1342
"S01010925",683
"S01010926",1247
"S01010927",1345
"S01010928",663
"S01010929",454
"S01010930",6306
"S01010931",5381
"S01010932",1464
"S01010933",4599
"S01010934",5593
"S01010935",5536
"S01010936",3281
"S01010937",4419
"S01010938",2224
"S01010939",4707
"S01010940",6376
"S01010941",6135
"S01010942",6765
"S01010943",2433
"S01010944",1974
"S01010945",2477
"S01010946",2163
"S01010947",2041
"S01010948",2090
"S01010949",6585
"S01010950",3440
"S01010951",3768
"S01010952",4526
"S01010953",3359
"S01010954",6158
"S01010955",4212
"S01010956",5818
"S01010957",5683
"S01010958",3820
"S01010959",3785
"S01010960",1758
"S01010961",2530
"S01010962",2204
"S01010963",4040
"S01010964",4231
"S01010965",936
"S01010966",3257
"S01010967",2744
"S01010968",3909
"S01010969",3633
"S01010970",3255
"S01010971",3856
"S01010972",2151
"S01010973",3686
"S01010974",1916
"S01010975",1340
"S01010976",930
"S01010977",2906
"S01010978",2366
"S01010979",1663
"S01010980",2949
"S01010981",2935
"S01010982",4074
"S01010983",3782
"S01010984",4733
"S01010985",3644
"S01010986",5838
"S01010987",6542
"S01010988",6789
"S01010989",6598
"S01010990",2802
"S01010991",3542
"S01010992",6563
"S01010993",3809
"S01010994",5286
"S01010995",6674
"S01010996",5967
"S01010997",6221
"S01010998",6500
"S01010999",4587
"S01011000",3704
"S01011001",2402
"S01011002",3081
"S01011003",2314
"S01011004",4590
"S01011005",1731
"S01011006",2420
"S01011007",1624
"S01011008",1194
"S01011009",1112
"S01011010",2046
"S01011011",995
"S01011012",214
"S01011013",2007
"S01011014",3285
"S01011015",1811
"S01011016",6513
"S01011017",2998
"S01011018",3147
"S01011019",4639
"S01011020",6271
"S01011021",1549
"S01011022",1301
"S01011023",1341
"S01011024",1570
"S01011025",527
"S01011026",575
"S01011027",794
"S01011028",2317
"S01011029",564
"S01011030",4025
"S01011031",2089
"S01011032",1501
"S01011033",4095
"S01011034",1527
"S01011035",1258
"S01011036",2388
"S01011037",1324
"S01011038",1064
"S01011039",2727
"S01011040",1234
"S01011041",2044
"S01011042",3724
"S01011043",1922
"S01011044",884
"S01011045",4501
"S01011046",5526
"S01011047",5467
"S01011048",3876
"S01011049",3916
"S01011050",5771
"S01011051",4479
"S01011052",5102
"S01011053",3179
"S01011054",5049
"S01011055",5451
"S01011056",4682
"S01011057",5087
"S01011058",4983
"S01011059",5498
"S01011060",3720
"S01011061",2455
"S01011062",4893
"S01011063",2405
"S01011064",4279
"S01011065",3823
"S01011066",5047
"S01011067",5170
"S01011068",4180
"S01011069",3893
"S01011070",5027
"S01011071",5180
"S01011072",3272
"S01011073",3949
"S01011074",3895
"S01011075",2252
"S01011076",3615
"S01011077",1909
"S01011078",5685
"S01011079",4721
"S01011080",3405
"S01011081",4047
"S01011082",2795
"S01011083",3411
"S01011084",5520
"S01011085",5129
"S01011086",4766
"S01011087",3527
"S01011088",4906
"S01011089",2729
"S01011090",5187
"S01011091",6346
"S01011092",1362
"S01011093",4192
"S01011094",6143
"S01011095",5321
"S01011096",4282
"S01011097",5949
"S01011098",4660
"S01011099",939
"S01011100",4015
"S01011101",1143
"S01011102",1110
"S01011103",2190
"S01011104",3301
"S01011105",2552
"S01011106",2697
"S01011107",4077
"S01011108",2393
"S01011109",3870
"S01011110",2384
"S01011111",1639
"S01011112",6924
"S01011113",3787
"S01011114",5667
"S01011115",2562
"S01011116",5287
"S01011117",5074
"S01011118",5692
"S01011119",5115
"S01011120",6710
"S01011121",3394
"S01011122",3583
"S01011123",3391
"S01011124",4697
"S01011125",1238
"S01011126",4310
"S01011127",6731
"S01011128",3376
"S01011129",6176
"S01011130",3259
"S01011131",5384
"S01011132",6000
"S01011133",2971
"S01011134",4185
"S01011135",3536
"S01011136",4175
"S01011137",4277
"S01011138",2242
"S01011139",6646
"S01011140",2734
"S01011141",2218
"S01011142",6320
"S01011143",5948
"S01011144",4975
"S01011145",5249
"S01011146",3713
"S01011147",4795
"S01011148",5521
"S01011149",6476
"S01011150",4362
"S01011151",5737
"S01011152",5913
"S01011153",3082
"S01011154",3314
"S01011155",3284
"S01011156",6301
"S01011157",6298
"S01011158",6482
"S01011159",3494
"S01011160",3973
"S01011161",3397
"S01011162",3064
"S01011163",2292
"S01011164",3933
"S01011165",1855
"S01011166",5944
"S01011167",6308
"S01011168",5433
"S01011169",5477
"S01011170",5130
"S01011171",4752
"S01011172",4497
"S01011173",5015
"S01011174",3276
"S01011175",3395
"S01011176",5501
"S01011177",4284
"S01011178",1926
"S01011179",665
"S01011180",295
"S01011181",2382
"S01011182",3638
"S01011183",2067
"S01011184",6318
"S01011185",4271
"S01011186",1649
"S01011187",4670
"S01011188",1822
"S01011189",2930
"S01011190",783
"S01011191",1602
"S01011192",1720
"S01011193",361
"S01011194",405
"S01011195",1316
"S01011196",102
"S01011197",424
"S01011198",569
"S01011199",906
"S01011200",1594
"S01011201",2812
"S01011202",1138
"S01011203",2112
"S01011204",4618
"S01011205",6162
"S01011206",4058
"S01011207",2118
"S01011208",4841
"S01011209",1142
"S01011210",3851
"S01011211",4392
"S01011212",780
"S01011213",310
"S01011214",611
"S01011215",621
"S01011216",550
"S01011217",622
"S01011218",324
"S01011219",768
"S01011220",536
"S01011221",970
"S01011222",787
"S01011223",2091
"S01011224",981
"S01011225",407
"S01011226",2939
"S01011227",701
"S01011228",1577
"S01011229",625
"S01011230",66
"S01011231",399
"S01011232",200
"S01011233",2016
