"data_zone","simd_rank"
"S01008072",4843
"S01008073",6285
"S01008074",5738
"S01008075",6564
"S01008076",6245
"S01008077",6637
"S01008078",6219
"S01008079",6498
"S01008080",5677
"S01008081",6207
"S01008082",5896
"S01008083",6413
"S01008084",4508
"S01008085",5688
"S01008086",5158
"S01008087",5962
"S01008088",5131
"S01008089",6142
"S01008090",5164
"S01008091",5612
"S01008092",5940
"S01008093",5889
"S01008094",6718
"S01008095",4371
"S01008096",5046
"S01008097",4985
"S01008098",4678
"S01008099",5307
"S01008100",4894
"S01008101",4462
"S01008102",3308
"S01008103",2672
"S01008104",1503
"S01008105",1704
"S01008106",967
"S01008107",6375
"S01008108",5483
"S01008109",6089
"S01008110",5912
"S01008111",5443
"S01008112",5485
"S01008113",5318
"S01008114",5356
"S01008115",3676
"S01008116",5470
"S01008117",4789
"S01008118",4022
"S01008119",2816
"S01008120",4574
"S01008121",6680
"S01008122",6510
"S01008123",6594
"S01008124",6226
"S01008125",6341
"S01008126",6203
"S01008127",6109
"S01008128",5684
"S01008129",2810
"S01008130",1797
"S01008131",1089
"S01008132",5798
"S01008133",3709
"S01008134",4013
"S01008135",2726
"S01008136",2324
"S01008137",488
"S01008138",464
"S01008139",1028
"S01008140",1518
"S01008141",5334
"S01008142",5617
"S01008143",1308
"S01008144",6252
"S01008145",1333
"S01008146",1897
"S01008147",2651
"S01008148",3433
"S01008149",2094
"S01008150",1645
"S01008151",1681
"S01008152",1584
"S01008153",5412
"S01008154",4696
"S01008155",4901
"S01008156",2280
"S01008157",4010
"S01008158",6085
"S01008159",1586
"S01008160",1689
"S01008161",5026
"S01008162",3637
"S01008163",1674
"S01008164",4107
"S01008165",5550
"S01008166",1981
"S01008167",1199
"S01008168",1111
"S01008169",2169
"S01008170",4962
"S01008171",2246
"S01008172",3969
"S01008173",4726
"S01008174",4030
"S01008175",2475
"S01008176",5595
"S01008177",2426
"S01008178",4756
"S01008179",6462
"S01008180",6797
"S01008181",6379
"S01008182",2507
"S01008183",3847
"S01008184",3237
"S01008185",2523
"S01008186",2848
"S01008187",973
"S01008188",1626
"S01008189",3267
"S01008190",1158
"S01008191",2273
"S01008192",1686
"S01008193",3311
"S01008194",3297
"S01008195",1033
"S01008196",1207
"S01008197",6213
"S01008198",2827
"S01008199",1086
"S01008200",1428
"S01008201",2413
"S01008202",2801
"S01008203",2114
"S01008204",2922
"S01008205",2819
"S01008206",2824
"S01008207",2071
"S01008208",4388
"S01008209",5228
"S01008210",3385
"S01008211",2823
"S01008212",5722
"S01008213",5893
"S01008214",1753
"S01008215",3779
"S01008216",5785
"S01008217",5628
"S01008218",4148
"S01008219",2849
"S01008220",830
"S01008221",1255
"S01008222",2461
"S01008223",1375
"S01008224",4948
"S01008225",3831
"S01008226",1900
"S01008227",1665
"S01008228",4817
"S01008229",2745
"S01008230",5538
"S01008231",6332
"S01008232",5861
"S01008233",5783
"S01008234",648
"S01008235",2425
"S01008236",3270
"S01008237",2619
"S01008238",2149
"S01008239",3504
"S01008240",6700
"S01008241",6773
"S01008242",3871
"S01008243",5525
"S01008244",5654
"S01008245",5423
"S01008246",5310
"S01008247",4694
"S01008248",4992
"S01008249",5697
"S01008250",5589
"S01008251",6895
"S01008252",6161
"S01008253",3188
"S01008254",3235
"S01008255",3625
"S01008256",2375
"S01008257",3707
"S01008258",5233
"S01008259",3554
"S01008260",2185
"S01008261",1736
"S01008262",4188
"S01008263",5137
"S01008264",5242
"S01008265",6545
"S01008266",6842
"S01008267",5191
"S01008268",6434
"S01008269",5624
"S01008270",6431
"S01008271",4274
"S01008272",5184
"S01008273",6508
"S01008274",3991
"S01008275",5421
"S01008276",6484
"S01008277",5598
"S01008278",6762
"S01008279",4125
"S01008280",4456
"S01008281",5258
"S01008282",4591
"S01008283",6115
"S01008284",4982
"S01008285",2778
"S01008286",3242
"S01008287",3737
"S01008288",4068
"S01008289",2617
"S01008290",4801
"S01008291",5067
"S01008292",3983
"S01008293",6573
"S01008294",4454
"S01008295",5492
"S01008296",3326
"S01008297",5094
"S01008298",3882
"S01008299",2952
"S01008300",2905
"S01008301",4502
"S01008302",6438
"S01008303",3250
"S01008304",4315
"S01008305",5402
"S01008306",5625
"S01008307",4719
"S01008308",5931
"S01008309",1580
"S01008310",3033
"S01008311",2254
"S01008312",5378
"S01008313",982
"S01008314",1404
"S01008315",1472
"S01008316",359
"S01008317",1500
"S01008318",4352
"S01008319",2063
"S01008320",3802
"S01008321",6029
"S01008322",1941
"S01008323",1135
"S01008324",1682
"S01008325",2362
"S01008326",895
"S01008327",2639
"S01008328",5659
"S01008329",5745
"S01008330",5434
"S01008331",5899
"S01008332",5261
"S01008333",4716
"S01008334",5937
"S01008335",3389
"S01008336",2418
"S01008337",4874
"S01008338",6492
"S01008339",5841
"S01008340",5407
"S01008341",6759
"S01008342",3791
"S01008343",6659
"S01008344",6721
"S01008345",6406
"S01008346",6621
"S01008347",5482
"S01008348",5714
"S01008349",6561
"S01008350",6553
"S01008351",5970
"S01008352",6768
"S01008353",6775
"S01008354",4667
"S01008355",3467
"S01008356",5160
"S01008357",5466
"S01008358",3416
"S01008359",5718
"S01008360",6645
"S01008361",5635
"S01008362",5885
"S01008363",5823
"S01008364",5911
"S01008365",6281
"S01008366",3164
"S01008367",2230
"S01008368",4837
"S01008369",4224
"S01008370",5786
"S01008371",6749
"S01008372",6537
"S01008373",6695
"S01008374",6686
"S01008375",6909
"S01008376",6705
"S01008377",6798
"S01008378",6323
"S01008379",6494
"S01008380",6767
"S01008381",6846
"S01008382",6359
"S01008383",6471
"S01008384",5348
"S01008385",6632
"S01008386",5468
"S01008387",6192
"S01008388",5682
"S01008389",5309
"S01008390",6684
"S01008391",5571
"S01008392",6641
"S01008393",6348
"S01008394",6915
"S01008395",6432
"S01008396",5394
"S01008397",6738
"S01008398",5871
"S01008399",5715
"S01008400",6155
"S01008401",5623
"S01008402",6712
"S01008403",6811
"S01008404",6328
"S01008405",6949
"S01008406",5183
"S01008407",4157
"S01008408",6098
"S01008409",3602
"S01008410",4413
"S01008411",4958
"S01008412",4767
"S01008413",4005
"S01008414",6644
"S01008415",4075
"S01008416",2391
"S01008417",6083
"S01008418",6562
"S01008419",5502
"S01008420",6205
"S01008421",3045
"S01008422",6848
"S01008423",6414
"S01008424",6855
"S01008425",6912
"S01008426",3219
"S01008427",6678
"S01008428",3764
"S01008429",6663
"S01008430",4840
"S01008431",5978
"S01008432",6235
"S01008433",6398
"S01008434",6129
"S01008435",6569
"S01008436",6220
"S01008437",5346
"S01008438",6730
"S01008439",6843
"S01008440",6709
"S01008441",6858
"S01008442",6802
"S01008443",6845
"S01008444",6690
"S01008445",4512
"S01008446",6942
"S01008447",6676
"S01008448",6087
"S01008449",836
"S01008450",845
"S01008451",1159
"S01008452",396
"S01008453",3139
"S01008454",776
"S01008455",566
"S01008456",500
"S01008457",1152
"S01008458",2233
"S01008459",1020
"S01008460",244
"S01008461",283
"S01008462",117
"S01008463",280
"S01008464",3730
"S01008465",3271
"S01008466",2479
"S01008467",2990
"S01008468",1898
"S01008469",2628
"S01008470",438
"S01008471",547
"S01008472",1773
"S01008473",810
"S01008474",529
"S01008475",1091
"S01008476",1145
"S01008477",826
"S01008478",1146
"S01008479",1842
"S01008480",1788
"S01008481",2591
"S01008482",1601
"S01008483",795
"S01008484",2987
"S01008485",4644
"S01008486",2498
"S01008487",5319
"S01008488",3645
"S01008489",2203
"S01008490",3767
"S01008491",3672
"S01008492",2695
"S01008493",2618
"S01008494",2295
"S01008495",4004
"S01008496",4959
"S01008497",5457
"S01008498",3649
"S01008499",4991
"S01008500",1863
"S01008501",6241
"S01008502",6783
"S01008503",6491
"S01008504",6592
"S01008505",6534
"S01008506",5768
"S01008507",5740
"S01008508",6819
"S01008509",6651
"S01008510",6579
"S01008511",6850
"S01008512",6910
"S01008513",6481
"S01008514",6026
"S01008515",6926
"S01008516",4294
"S01008517",6250
"S01008518",6863
"S01008519",6901
"S01008520",6918
"S01008521",6941
"S01008522",6868
"S01008523",6944
"S01008524",594
"S01008525",1894
"S01008526",2992
"S01008527",4908
"S01008528",4411
"S01008529",4263
"S01008530",1309
"S01008531",1550
"S01008532",3275
"S01008533",4614
"S01008534",6726
"S01008535",6429
"S01008536",6649
"S01008537",6960
"S01008538",6892
"S01008539",6736
"S01008540",6851
"S01008541",6871
"S01008542",6529
"S01008543",6769
"S01008544",6958
"S01008545",6925
"S01008546",6955
"S01008547",4779
"S01008548",3992
"S01008549",3419
"S01008550",5969
"S01008551",4164
"S01008552",5592
"S01008553",2624
"S01008554",418
"S01008555",763
"S01008556",901
"S01008557",952
"S01008558",1049
"S01008559",1600
"S01008560",1338
"S01008561",1954
"S01008562",772
"S01008563",2002
"S01008564",3010
"S01008565",1441
"S01008566",987
"S01008567",1547
"S01008568",3279
"S01008569",16
"S01008570",404
"S01008571",2084
"S01008572",3043
"S01008573",4045
"S01008574",4914
"S01008575",6675
"S01008576",5302
"S01008577",4298
"S01008578",6137
"S01008579",4905
"S01008580",4233
"S01008581",1191
"S01008582",1499
"S01008583",2356
"S01008584",2379
"S01008585",1461
"S01008586",1702
"S01008587",5084
"S01008588",6544
"S01008589",5388
"S01008590",6133
"S01008591",5596
"S01008592",3561
"S01008593",6876
"S01008594",5914
"S01008595",1633
"S01008596",2201
"S01008597",5584
"S01008598",5256
"S01008599",6409
"S01008600",5773
"S01008601",6582
"S01008602",6567
"S01008603",4799
"S01008604",6467
"S01008605",6740
"S01008606",6667
"S01008607",6584
"S01008608",6526
"S01008609",5731
"S01008610",6612
"S01008611",6887
"S01008612",4791
"S01008613",6294
"S01008614",5824
"S01008615",6677
"S01008616",6971
"S01008617",6948
"S01008618",6970
"S01008619",6605
"S01008620",6966
"S01008621",6973
"S01008622",6968
"S01008623",6956
"S01008624",6312
"S01008625",6554
"S01008626",6903
"S01008627",6933
"S01008628",5958
"S01008629",6200
"S01008630",6807
"S01008631",6288
"S01008632",4128
"S01008633",5725
"S01008634",6733
"S01008635",6623
"S01008636",6693
"S01008637",6603
"S01008638",5139
"S01008639",5658
"S01008640",6879
"S01008641",6974
"S01008642",6904
"S01008643",6729
"S01008644",5535
"S01008645",6571
"S01008646",6287
"S01008647",6265
"S01008648",5337
"S01008649",4612
"S01008650",4651
"S01008651",4028
"S01008652",3400
"S01008653",3642
"S01008654",4133
"S01008655",4304
"S01008656",3108
"S01008657",3606
"S01008658",3651
"S01008659",3546
"S01008660",5995
"S01008661",4532
"S01008662",4842
"S01008663",4116
"S01008664",5036
"S01008665",4907
"S01008666",6817
"S01008667",5957
"S01008668",6329
"S01008669",6867
"S01008670",6460
"S01008671",5932
"S01008672",6125
"S01008673",4461
"S01008674",4677
"S01008675",3040
"S01008676",4245
"S01008677",3244
"S01008678",4000
"S01008679",2936
"S01008680",4557
"S01008681",3839
"S01008682",3829
"S01008683",1919
"S01008684",1007
"S01008685",1285
"S01008686",1729
"S01008687",3994
"S01008688",4473
"S01008689",4594
"S01008690",4806
"S01008691",3486
"S01008692",4361
"S01008693",4172
"S01008694",5032
"S01008695",4468
"S01008696",6540
"S01008697",6172
"S01008698",4563
"S01008699",2454
"S01008700",6229
"S01008701",735
"S01008702",3189
"S01008703",743
"S01008704",1085
"S01008705",1269
"S01008706",2489
"S01008707",153
"S01008708",155
"S01008709",551
"S01008710",39
"S01008711",400
"S01008712",130
"S01008713",608
"S01008714",1650
"S01008715",1038
"S01008716",1014
"S01008717",4063
"S01008718",3864
"S01008719",2954
"S01008720",1961
"S01008721",5663
"S01008722",4306
"S01008723",6084
"S01008724",4936
"S01008725",4521
"S01008726",6943
"S01008727",5366
"S01008728",2931
"S01008729",6351
"S01008730",3794
"S01008731",2341
"S01008732",2555
"S01008733",3428
"S01008734",4746
"S01008735",6425
"S01008736",5025
"S01008737",6259
"S01008738",6369
"S01008739",4575
"S01008740",5939
"S01008741",5945
"S01008742",4220
"S01008743",2255
"S01008744",2962
"S01008745",5603
"S01008746",1298
"S01008747",5819
"S01008748",6041
"S01008749",5101
"S01008750",5972
"S01008751",2298
"S01008752",414
"S01008753",1031
"S01008754",2499
"S01008755",1304
"S01008756",1224
"S01008757",81
"S01008758",878
"S01008759",719
"S01008760",1683
"S01008761",3461
"S01008762",4486
"S01008763",5691
"S01008764",4495
"S01008765",4622
"S01008766",4375
"S01008767",3563
"S01008768",2866
"S01008769",4783
"S01008770",5272
"S01008771",3674
"S01008772",4780
"S01008773",2677
"S01008774",1806
"S01008775",4427
"S01008776",2051
"S01008777",1270
"S01008778",3331
"S01008779",6097
"S01008780",3533
"S01008781",2417
"S01008782",2981
"S01008783",5504
"S01008784",4974
"S01008785",1351
"S01008786",3951
"S01008787",747
"S01008788",4534
"S01008789",1902
"S01008790",3021
"S01008791",4084
"S01008792",3208
"S01008793",2991
"S01008794",2248
"S01008795",4603
"S01008796",3246
"S01008797",3982
"S01008798",3654
"S01008799",3248
"S01008800",4645
"S01008801",3900
"S01008802",2720
"S01008803",2480
"S01008804",2231
"S01008805",4913
"S01008806",4923
"S01008807",3942
"S01008808",4543
"S01008809",6296
"S01008810",6688
"S01008811",6713
"S01008812",6277
"S01008813",2035
"S01008814",4520
"S01008815",3357
"S01008816",3718
"S01008817",2679
"S01008818",5491
"S01008819",5327
"S01008820",3127
"S01008821",6044
"S01008822",6660
"S01008823",6103
"S01008824",6077
"S01008825",6057
"S01008826",4085
"S01008827",6697
"S01008828",5787
"S01008829",5530
"S01008830",6201
"S01008831",6583
"S01008832",6177
"S01008833",6293
"S01008834",6497
"S01008835",5298
"S01008836",1868
"S01008837",4763
"S01008838",5478
"S01008839",5702
"S01008840",6319
"S01008841",6751
"S01008842",5973
"S01008843",5341
"S01008844",5549
"S01008845",6757
"S01008846",5177
"S01008847",6812
"S01008848",5646
"S01008849",6869
"S01008850",6934
"S01008851",4827
"S01008852",6668
"S01008853",6750
"S01008854",6921
"S01008855",6778
"S01008856",6595
"S01008857",6503
"S01008858",6578
"S01008859",5273
"S01008860",5143
"S01008861",6967
"S01008862",6139
"S01008863",6339
"S01008864",6683
"S01008865",6546
"S01008866",6936
"S01008867",6963
"S01008868",6159
"S01008869",6355
"S01008870",6708
"S01008871",6804
"S01008872",6043
"S01008873",6922
"S01008874",4957
"S01008875",4904
"S01008876",5870
"S01008877",6304
"S01008878",3868
"S01008879",4237
"S01008880",5555
"S01008881",6182
"S01008882",6908
"S01008883",6715
"S01008884",6820
"S01008885",6906
"S01008886",6739
"S01008887",6193
"S01008888",6717
"S01008889",6532
"S01008890",6195
"S01008891",6550
"S01008892",5315
"S01008893",6694
"S01008894",6927
"S01008895",6616
"S01008896",6969
"S01008897",6803
"S01008898",6929
"S01008899",770
"S01008900",1950
"S01008901",1858
"S01008902",1612
"S01008903",2212
"S01008904",2109
"S01008905",1987
"S01008906",1200
"S01008907",373
"S01008908",1746
"S01008909",2840
"S01008910",1828
"S01008911",5587
"S01008912",5807
"S01008913",4167
"S01008914",2951
"S01008915",5305
"S01008916",651
"S01008917",730
"S01008918",403
"S01008919",129
"S01008920",4635
"S01008921",449
"S01008922",1677
"S01008923",2101
"S01008924",649
"S01008925",2408
"S01008926",2997
"S01008927",3721
"S01008928",1083
"S01008929",242
"S01008930",823
"S01008931",1477
"S01008932",2329
"S01008933",335
"S01008934",1012
"S01008935",6082
"S01008936",6861
"S01008937",5159
"S01008938",5980
"S01008939",5747
"S01008940",6914
"S01008941",6254
"S01008942",6373
"S01008943",6931
"S01008944",6664
"S01008945",6916
"S01008946",6459
"S01008947",6430
"S01008948",6072
"S01008949",2896
"S01008950",3401
"S01008951",720
"S01008952",401
"S01008953",1710
"S01008954",1917
"S01008955",5151
"S01008956",4807
"S01008957",3193
"S01008958",2260
"S01008959",4120
"S01008960",6781
"S01008961",6093
"S01008962",6367
"S01008963",6243
"S01008964",6900
"S01008965",6422
"S01008966",6038
"S01008967",6389
"S01008968",6214
"S01008969",5250
"S01008970",6788
"S01008971",6878
"S01008972",6853
"S01008973",5546
"S01008974",5811
"S01008975",3152
"S01008976",6911
"S01008977",6378
"S01008978",5416
"S01008979",4202
"S01008980",3042
"S01008981",6253
"S01008982",3620
"S01008983",2852
"S01008984",3650
"S01008985",4910
"S01008986",5627
"S01008987",6181
"S01008988",3293
"S01008989",5311
"S01008990",6174
"S01008991",5488
"S01008992",3154
"S01008993",4886
"S01008994",2841
"S01008995",6196
"S01008996",2780
"S01008997",3238
"S01008998",416
"S01008999",2585
"S01009000",5801
"S01009001",5716
"S01009002",5197
"S01009003",5814
"S01009004",4366
"S01009005",5138
"S01009006",4258
"S01009007",3479
"S01009008",5662
"S01009009",1935
"S01009010",5580
"S01009011",6661
"S01009012",6257
"S01009013",6653
"S01009014",2982
"S01009015",4254
"S01009016",3850
"S01009017",2576
"S01009018",3434
"S01009019",3953
"S01009020",2563
"S01009021",3557
"S01009022",4101
"S01009023",4478
"S01009024",4435
"S01009025",3860
"S01009026",3998
"S01009027",4044
"S01009028",4340
"S01009029",2850
"S01009030",3621
"S01009031",3337
"S01009032",4146
"S01009033",3774
"S01009034",4317
"S01009035",4398
"S01009036",3962
"S01009037",3333
"S01009038",3332
"S01009039",1622
"S01009040",2830
"S01009041",3462
"S01009042",3140
"S01009043",4228
"S01009044",2875
"S01009045",3833
"S01009046",4990
"S01009047",4636
"S01009048",3911
"S01009049",3996
"S01009050",3294
"S01009051",3223
"S01009052",4214
"S01009053",393
"S01009054",2539
"S01009055",4251
"S01009056",2416
"S01009057",2994
"S01009058",2839
"S01009059",3450
"S01009060",6311
"S01009061",3555
"S01009062",1505
"S01009063",4601
"S01009064",2326
"S01009065",1335
"S01009066",2587
"S01009067",5730
"S01009068",2178
"S01009069",6079
"S01009070",4881
"S01009071",3595
"S01009072",4976
"S01009073",2308
"S01009074",1470
"S01009075",3288
"S01009076",4099
"S01009077",3669
"S01009078",6937
"S01009079",1483
"S01009080",2846
"S01009081",3827
"S01009082",1782
"S01009083",2598
"S01009084",1831
"S01009085",6844
"S01009086",1714
"S01009087",1407
"S01009088",3478
"S01009089",6112
"S01009090",6610
"S01009091",6961
"S01009092",3410
"S01009093",1533
"S01009094",6755
"S01009095",4272
"S01009096",4354
"S01009097",6042
"S01009098",5791
"S01009099",3109
"S01009100",1999
"S01009101",1605
"S01009102",386
"S01009103",5816
"S01009104",2373
"S01009105",3597
"S01009106",3677
"S01009107",4291
"S01009108",5920
"S01009109",6316
"S01009110",2974
"S01009111",4977
"S01009112",6517
"S01009113",5615
"S01009114",4909
"S01009115",3340
"S01009116",6347
"S01009117",2822
"S01009118",5533
"S01009119",1355
"S01009120",1953
"S01009121",2086
"S01009122",2102
"S01009123",4197
"S01009124",4539
"S01009125",2377
"S01009126",30
"S01009127",288
"S01009128",1277
"S01009129",406
"S01009130",1566
"S01009131",2077
"S01009132",4981
"S01009133",1307
"S01009134",3755
"S01009135",5108
"S01009136",4556
"S01009137",6519
"S01009138",5522
"S01009139",2637
"S01009140",2885
"S01009141",1003
"S01009142",1534
"S01009143",1177
"S01009144",4384
"S01009145",3338
"S01009146",1109
"S01009147",945
"S01009148",1358
"S01009149",3475
"S01009150",2691
"S01009151",3901
"S01009152",2325
"S01009153",3748
"S01009154",4588
"S01009155",5495
"S01009156",6054
"S01009157",2919
"S01009158",2870
"S01009159",307
"S01009160",2200
"S01009161",389
"S01009162",1492
"S01009163",2359
"S01009164",2344
"S01009165",760
"S01009166",807
"S01009167",1009
"S01009168",5971
"S01009169",1554
"S01009170",1050
"S01009171",2327
"S01009172",6611
"S01009173",6453
"S01009174",6810
"S01009175",6780
"S01009176",5729
"S01009177",873
"S01009178",626
"S01009179",1613
"S01009180",1697
"S01009181",2871
"S01009182",3904
"S01009183",5601
"S01009184",1204
"S01009185",1279
"S01009186",3007
"S01009187",4619
"S01009188",1792
"S01009189",1421
"S01009190",5459
"S01009191",6805
"S01009192",5007
"S01009193",5989
"S01009194",6325
"S01009195",5866
"S01009196",2970
"S01009197",5858
"S01009198",5320
"S01009199",4929
"S01009200",5211
"S01009201",2434
"S01009202",6352
"S01009203",337
"S01009204",1976
"S01009205",6272
"S01009206",5996
"S01009207",5789
"S01009208",4659
"S01009209",5120
"S01009210",5753
"S01009211",3612
"S01009212",1740
"S01009213",1432
"S01009214",4730
"S01009215",2221
"S01009216",2177
"S01009217",187
"S01009218",3622
"S01009219",1589
"S01009220",1913
"S01009221",2511
"S01009222",1852
"S01009223",2634
"S01009224",1607
"S01009225",2202
"S01009226",1015
"S01009227",2649
"S01009228",675
"S01009229",3345
"S01009230",3616
"S01009231",4046
"S01009232",1040
"S01009233",3449
"S01009234",907
"S01009235",2160
"S01009236",5070
"S01009237",6160
"S01009238",1666
"S01009239",1823
"S01009240",342
"S01009241",717
"S01009242",3190
"S01009243",2345
"S01009244",5687
"S01009245",4654
"S01009246",2877
"S01009247",2817
"S01009248",4296
"S01009249",2322
"S01009250",3093
"S01009251",3759
"S01009252",6874
"S01009253",2289
"S01009254",1299
"S01009255",2290
"S01009256",4870
"S01009257",4331
"S01009258",3941
"S01009259",5057
"S01009260",3157
"S01009261",1330
"S01009262",954
"S01009263",6506
"S01009264",4824
"S01009265",3141
"S01009266",2437
"S01009267",3632
"S01009268",2863
"S01009269",262
"S01009270",1422
"S01009271",6090
"S01009272",824
"S01009273",6268
"S01009274",4196
"S01009275",2682
"S01009276",4545
"S01009277",5765
"S01009278",6198
"S01009279",3151
"S01009280",545
"S01009281",797
"S01009282",3854
"S01009283",3069
"S01009284",6110
"S01009285",5107
"S01009286",5637
"S01009287",6401
"S01009288",5942
"S01009289",5219
"S01009290",6859
"S01009291",6187
"S01009292",1807
"S01009293",4110
"S01009294",6344
"S01009295",6048
"S01009296",4160
"S01009297",6383
"S01009298",1287
"S01009299",2964
"S01009300",1892
"S01009301",1116
"S01009302",382
"S01009303",4604
"S01009304",3986
"S01009305",2075
"S01009306",3598
"S01009307",2582
"S01009308",4124
"S01009309",4201
"S01009310",6033
"S01009311",1653
"S01009312",3943
"S01009313",2286
"S01009314",4572
"S01009315",3501
"S01009316",6233
"S01009317",6360
"S01009318",6636
"S01009319",5847
"S01009320",4031
"S01009321",6145
"S01009322",3970
"S01009323",3121
"S01009324",3168
"S01009325",5573
"S01009326",3393
"S01009327",5201
"S01009328",6790
"S01009329",5689
"S01009330",4406
"S01009331",5095
"S01009332",5759
"S01009333",2427
"S01009334",699
"S01009335",1585
"S01009336",395
"S01009337",922
"S01009338",1596
"S01009339",1062
"S01009340",1413
"S01009341",1096
"S01009342",2216
"S01009343",3307
"S01009344",1623
"S01009345",3351
"S01009346",6691
"S01009347",6907
"S01009348",6262
"S01009349",4488
"S01009350",4724
"S01009351",6018
"S01009352",6772
"S01009353",6952
"S01009354",6701
"S01009355",5854
"S01009356",6188
"S01009357",6744
"S01009358",6964
"S01009359",6706
"S01009360",4664
"S01009361",4248
"S01009362",6215
"S01009363",2738
"S01009364",4138
"S01009365",2984
"S01009366",3277
"S01009367",2957
"S01009368",2604
"S01009369",3292
"S01009370",3348
"S01009371",3057
"S01009372",3058
"S01009373",1890
"S01009374",1263
"S01009375",2161
"S01009376",2347
"S01009377",4218
"S01009378",1906
"S01009379",4376
"S01009380",3415
"S01009381",4887
"S01009382",2600
"S01009383",3146
"S01009384",6533
"S01009385",4592
"S01009386",3086
"S01009387",2565
"S01009388",685
"S01009389",3840
"S01009390",6840
"S01009391",6292
"S01009392",6748
"S01009393",6210
"S01009394",5206
"S01009395",6581
"S01009396",6854
"S01009397",6011
"S01009398",5749
"S01009399",5880
"S01009400",4796
"S01009401",6194
"S01009402",6327
"S01009403",4026
"S01009404",647
"S01009405",5867
"S01009406",3701
"S01009407",4467
"S01009408",5604
"S01009409",2829
"S01009410",844
"S01009411",1296
"S01009412",1384
"S01009413",2969
"S01009414",2965
"S01009415",2845
"S01009416",5735
"S01009417",2143
"S01009418",2092
"S01009419",881
"S01009420",243
"S01009421",548
"S01009422",2671
"S01009423",6463
"S01009424",3089
"S01009425",3513
"S01009426",1346
"S01009427",1717
"S01009428",1013
"S01009429",789
"S01009430",1364
"S01009431",914
"S01009432",370
"S01009433",613
"S01009434",1178
"S01009435",76
"S01009436",1568
"S01009437",2133
"S01009438",1220
"S01009439",682
"S01009440",2328
"S01009441",1885
"S01009442",3869
"S01009443",1317
"S01009444",4836
"S01009445",1742
"S01009446",1334
"S01009447",2315
"S01009448",3938
"S01009449",2529
"S01009450",607
"S01009451",705
"S01009452",2237
"S01009453",2304
"S01009454",6334
"S01009455",6433
"S01009456",2122
"S01009457",4332
"S01009458",3793
"S01009459",2268
"S01009460",181
"S01009461",5868
"S01009462",3531
"S01009463",3118
"S01009464",4338
"S01009465",3253
"S01009466",5766
"S01009467",5864
"S01009468",2097
"S01009469",4833
"S01009470",4460
"S01009471",791
"S01009472",1151
"S01009473",1016
"S01009474",953
"S01009475",6338
"S01009476",5352
"S01009477",4471
"S01009478",1889
"S01009479",3316
"S01009480",5295
"S01009481",3060
"S01009482",2643
"S01009483",3541
"S01009484",2647
"S01009485",1921
"S01009486",4250
"S01009487",1933
"S01009488",3974
"S01009489",1171
"S01009490",1122
"S01009491",2307
"S01009492",2361
"S01009493",5908
"S01009494",5336
"S01009495",5826
"S01009496",2857
"S01009497",2520
"S01009498",5999
"S01009499",2904
"S01009500",1378
"S01009501",1532
"S01009502",1669
"S01009503",2074
"S01009504",941
"S01009505",1046
"S01009506",859
"S01009507",2399
"S01009508",998
"S01009509",1640
"S01009510",5907
"S01009511",5830
"S01009512",5417
"S01009513",6589
"S01009514",5897
"S01009515",1977
"S01009516",1630
"S01009517",6399
"S01009518",6753
"S01009519",5038
"S01009520",3754
"S01009521",1117
"S01009522",1374
"S01009523",737
"S01009524",524
"S01009525",1147
"S01009526",4422
"S01009527",2111
"S01009528",2862
"S01009529",4337
"S01009530",6092
"S01009531",313
"S01009532",951
"S01009533",1555
"S01009534",332
"S01009535",72
"S01009536",1048
"S01009537",2400
"S01009538",1256
"S01009539",3055
"S01009540",374
"S01009541",2807
"S01009542",83
"S01009543",2462
"S01009544",2423
"S01009545",2095
"S01009546",2626
"S01009547",969
"S01009548",2856
"S01009549",3169
"S01009550",3685
"S01009551",2401
"S01009552",3229
"S01009553",1076
"S01009554",1621
"S01009555",3087
"S01009556",601
"S01009557",817
"S01009558",843
"S01009559",769
"S01009560",290
"S01009561",857
"S01009562",2493
"S01009563",2769
"S01009564",3144
"S01009565",1155
"S01009566",2717
"S01009567",1928
"S01009568",2060
"S01009569",2397
"S01009570",1992
"S01009571",516
"S01009572",828
"S01009573",521
"S01009574",1709
"S01009575",1886
"S01009576",4597
"S01009577",4351
"S01009578",2667
"S01009579",2718
"S01009580",6530
"S01009581",2514
"S01009582",2828
"S01009583",1876
"S01009584",5708
"S01009585",2313
"S01009586",2013
"S01009587",3322
"S01009588",2386
"S01009589",3025
"S01009590",6330
"S01009591",5085
"S01009592",5427
"S01009593",6224
"S01009594",5611
"S01009595",5843
"S01009596",1061
"S01009597",228
"S01009598",91
"S01009599",1055
"S01009600",265
"S01009601",1104
"S01009602",5846
"S01009603",3570
"S01009604",2796
"S01009605",754
"S01009606",3899
"S01009607",6141
"S01009608",3736
"S01009609",4626
"S01009610",3204
"S01009611",5064
"S01009612",2452
"S01009613",5982
"S01009614",4281
"S01009615",3619
"S01009616",3197
"S01009617",4429
"S01009618",1262
"S01009619",1405
"S01009620",915
"S01009621",597
"S01009622",13
"S01009623",1165
"S01009624",1113
"S01009625",510
"S01009626",716
"S01009627",1575
"S01009628",1680
"S01009629",923
"S01009630",446
"S01009631",958
"S01009632",442
"S01009633",704
"S01009634",924
"S01009635",1659
"S01009636",570
"S01009637",1979
"S01009638",779
"S01009639",4525
"S01009640",1161
"S01009641",1883
