"data_zone","education","health","housing","access","crime","income","employment"
"S01008874",4557,5340,4361,5278,4111,4783,5871
"S01008875",2610,5285,617,6353,4616,4741,4871
"S01008876",6339,5392,6594,5010,567,6233,5832
"S01008877",6548,6317,6290,4632,2760,6147,6434
"S01008878",4994,3439,4431,3824,5326,3747,3447
"S01008879",4016,5143,5093,3912,2596,3827,5043
"S01008880",6529,5184,6451,5235,1940,5256,4494
"S01008881",6581,6065,5142,3762,4791,6237,6317
"S01008882",6698,6869,6378,5438,2685,6763,6824
"S01008883",6638,6487,6634,2994,1417,6924,6795
"S01008884",6915,6481,6842,3184,2454,6815,6359
"S01008885",6976,6714,6624,4361,2266,6931,6740
"S01008886",6064,6729,4224,2770,4875,6741,6754
"S01008887",6618,6108,5847,3594,3676,6005,6298
"S01008888",6943,6468,4812,1929,6717,6296,6208
"S01008889",5540,6765,2835,3984,3210,6574,6817
"S01008890",6175,6036,5626,2714,1771,6409,5395
"S01008891",6453,6635,5906,2995,2018,6438,6911
"S01008892",6302,4942,4591,5948,2963,4738,5350
"S01008893",6902,6387,6775,5991,2124,6519,6358
"S01008894",6950,6827,6756,4048,3391,6917,6916
"S01008895",6949,6144,5941,4859,2086,6584,6537
"S01008896",6969,6969,6696,3234,4918,6845,6906
"S01008897",6931,6386,5073,3884,4153,6908,6505
"S01008898",6913,6820,5809,6156,603,6846,6271
"S01008899",1023,1636,754,4086,692,779,1115
"S01008900",1312,2632,1617,4409,647,2536,2528
"S01008901",1729,2069,1844,5049,1458,2080,1820
"S01008902",1522,2788,829,3608,817,1725,1908
"S01008903",2260,2281,2334,5840,637,1950,2022
"S01008904",895,2441,539,6306,342,1443,1655
"S01008905",278,1013,290,6805,179,885,917
"S01008906",361,1446,720,5673,47,1204,670
"S01008907",431,499,235,4901,315,376,602
"S01008908",716,2494,1053,5877,236,1074,1537
"S01008909",1754,3815,2466,5560,993,2323,3208
"S01008910",1282,3355,3129,3546,897,1596,3136
"S01008911",4064,5449,710,2215,2557,6505,6673
"S01008912",5908,5850,5243,3656,2361,6050,5406
"S01008913",2583,5422,2107,2389,1087,4528,5340
"S01008914",3076,3157,2577,4970,1045,3257,3765
"S01008915",5955,5447,4331,4979,861,5090,5176
"S01008916",986,1195,1512,4026,783,892,722
"S01008917",983,695,1270,5468,284,449,476
"S01008918",388,418,1182,4257,3734,295,466
"S01008919",1284,295,854,2886,433,344,380
"S01008920",3521,5772,661,2083,2045,4549,5032
"S01008921",333,318,791,5220,558,512,537
"S01008922",1145,1644,1078,5956,451,1395,1434
"S01008923",359,1381,1398,6719,1218,1206,1597
"S01008924",404,866,958,4811,519,963,943
"S01008925",1490,3584,1294,3919,765,2730,3536
"S01008926",1650,3443,4545,6477,546,1700,2303
"S01008927",2135,4598,413,5547,2512,3576,4442
"S01008928",903,1173,1091,4765,275,1803,2352
"S01008929",22,13,612,5273,138,24,9
"S01008930",229,433,588,6165,106,218,399
"S01008931",392,1646,313,5925,2028,1108,821
"S01008932",2315,3697,431,4075,958,2003,3489
"S01008933",940,576,545,3752,252,713,735
"S01008934",1448,1672,2124,2859,489,1780,1688
"S01008935",5752,5938,4390,3852,1738,6637,5932
"S01008936",6444,6693,6938,6417,2042,6915,6387
"S01008937",6074,4449,2283,6471,2054,4826,5120
"S01008938",6057,6364,6396,3848,1919,5666,5774
"S01008939",5896,5872,5210,2727,1483,5822,6105
"S01008940",6936,6821,6838,3818,474,6928,6900
"S01008941",6228,6435,6210,3450,4007,6002,6348
"S01008942",6567,6576,4645,3232,2593,6098,6068
"S01008943",6808,6918,6786,1820,5343,6838,6931
"S01008944",6872,6784,6216,1859,5008,6081,6661
"S01008945",6910,6817,6630,804,6256,6715,6114
"S01008946",6324,6454,5278,3073,4152,6569,6109
"S01008947",6485,6639,6258,1633,4877,5965,6116
"S01008948",5808,6304,5367,4191,3411,5992,5197
"S01008949",3235,3151,2726,5041,2595,2604,2817
"S01008950",3317,3738,2706.5,3574,2307,4036,3763
"S01008951",868,1497,1281,1861,2181,1555,1363
"S01008952",625,1237,1153,2104,1493,1071,1137
"S01008953",1688,2289,2424,3764,2163,2062,2390
"S01008954",2397,2200,3158,3591,2814,2195,1675
"S01008955",5846,5390,3375.5,2260,4448,5084,4928
"S01008956",4849,5501,2125,1578,4928,4877,4571
"S01008957",4232,4124,3612,2000,2530,2887,2647
"S01008958",3817,2572,2287,2066,4117,2257,2385
"S01008959",3856,4723,2572,3655,4608,4016,3262
"S01008960",6385,6939,3801,3108,4571,6635,6942
"S01008961",5298,6600,2211,1647,3780,6193,5581
"S01008962",6541,5897,5834,3296,5777,6517,5822
"S01008963",6352,5787,6349,3075,4661,6495,5929
"S01008964",6751,6808,6848,5683,1393,6827,6758
"S01008965",6447,6220,6254,4512,2619,6538,5587
"S01008966",5760,6258,6672,2932,3743,6003,5332
"S01008967",6591,6369,6697,5406,1998,6238,5992
"S01008968",5995,6063,6445,1250,4554,6605,6379
"S01008969",6157,4787,4671,1535,5112,5373,4521
"S01008970",6925,6747,5845,4960,2443,6511,6560
"S01008971",6836,6947,6883,2471,2937,6597,6357
"S01008972",6968,6513,6718,3719,2368,6893,6888
"S01008973",5743,5952,3096,3333,2358,5579,4718
"S01008974",4709,5662,3342,6813,4274,5713,5524
"S01008975",3546,2409,2402,6436,2478,2549,2761
"S01008976",6755,6865,4910,5658,3048,6909,6600
"S01008977",5043,6560,4684,4296,3795,6389,6055
"S01008978",4076,6310,1509,1660,5641,5295,5849
"S01008979",3073,5778,3757,1952,3583,3215,5074
"S01008980",3529,3648,1962,4635,2748,2675,4771
"S01008981",6194,5750,5807,4580,5079.5,6541,5936
"S01008982",3518,4612,1810,5603,2712,2363,4205
"S01008983",2229,4186,1323,1984,1922,3253,2993
"S01008984",2920,3804,2893,3446,6718,3214,4573
"S01008985",5144,5785,2316,4011,965,4535,4615
"S01008986",4983,6037,4163,4372,5043,5719,4959
"S01008987",5525,5961,4060,5020,4367,6553,5753
"S01008988",3779,3101,2141,4042,2308,4047,4702
"S01008989",4962,5193,920,1244,5402,5871,5985
"S01008990",4737,6495,700,1119,3074,6288,5893
"S01008991",5198,6352,4251,1198,5561,4711,6615
"S01008992",3591,4376,3480,2975,84,3018,3325
"S01008993",5179,5062,4339,1401,420,5407,4715
"S01008994",1302,3450,1848,4246,3032,3468,3246
"S01008995",6353,6390,5266.5,2431,3888,6101,6488
"S01008996",2949,3337,4215,874,1978,3820,3905
"S01008997",3446,3786,5375,771,1787,3969,4162
"S01008998",1143,1452,573,796,1726,1076,1591
"S01008999",3482,2943,3606,2410,3185,2909,3641
"S01009000",5587,6097,5614,1060,3550,6260,6465
"S01009001",6154,4826,6620,1511,6523,5781,5232
"S01009002",5338,5924,5009,947,2069,4983,6245
"S01009003",6294,6007,6134,4697,4819,4986,6384
"S01009004",3722,4778,4970,3543,5531,4479,4986
"S01009005",5935,5305,4030,4297,4234,4859,5264
"S01009006",4397,4070,3601,5562,5631,3639,3566
"S01009007",3071,3044,2848,5330,3462,3987,3484
"S01009008",5914,4807,5738,6722,1589,5417,4487
"S01009009",2809,1426,1634,5553,4248,1159,1071
"S01009010",5976,5859,4957,4611,4565,5321,5499
"S01009011",6223,6460,6314,2057,5009,6785,5990
"S01009012",6287,5945,5722,2296,5163,6385,6578
"S01009013",5930,6482,5459,2549,5955,6770,6273
"S01009014",3137,3741,3813,1315,4611,3228,2751
"S01009015",5368,4584,4258,153,6023,3825,4203
"S01009016",4915,4065,5344.5,250,6719,2624,3832
"S01009017",3331,2686,4803,1373,5542,2715,2525
"S01009018",4081,3404,4871,68,6407,3562,3525
"S01009019",3715,2965,4146,612,3393,5410,3983
"S01009020",2588,2592,4537,1019,4898,3560,4177
"S01009021",3576,3935,5196,22,6401,3590,4641
"S01009022",3989,4632,4989,135,6720,3579,4412
"S01009023",6060,4361,4808,76,6721,3153,3384
"S01009024",4967,5310,4799,288,6415,3251,4693
"S01009025",3997,4537,5823,32,6722,2629,2960
"S01009026",3629,4202,5983,352,6723,3660,3917
"S01009027",4806,4544,4326,19,6724,2919,3285
"S01009028",4058,4916,6616,84,5136,4314,3213
"S01009029",3792,3329,4400,150,5979,2513,3615
"S01009030",4277,3603,4669,148,6725,3182,3261
"S01009031",4042,3762,5001,343,6206,3014,3205
"S01009032",4877,4477,5543,802,6726,2903,4578
"S01009033",4029,4242,4542,594,6727,2989,4595
"S01009034",4845,4530,4847,173,6728,3846,3461
"S01009035",4787,4695,5966.5,489,6384,4189,4358
"S01009036",4615,3801,5234,456,6340,3950,4108
"S01009037",4030,3746,5052,747,5699,3234,3450
"S01009038",4454,3899,4409,973,3170,3424,3973
"S01009039",2778,2319,3284,2690,1523,1793,1697
"S01009040",2856,2394,2542,6062,2799,2480,2532
"S01009041",4221,2696,4396,6749,223,1831,1636
"S01009042",3790,3561,3576,2996,2802,3508,3653
"S01009043",3937,3090,5452,6525,3812,4197,3123
"S01009044",2715,2764,4157,5153,1893,3113,3603
"S01009045",4964,4003,5433,2836,3114,3871,3862
"S01009046",4648,4472,4588,819,6729,5557,4207
"S01009047",5712,4280,6642,421,6237,4247,4515
"S01009048",4621,3934,5385,169,5031,4303,4377
"S01009049",3316,4178,5235,121,6730,4055,4491
"S01009050",3727,3418,4354,3243,5532,3135,2642
"S01009051",2864,4351,3487,2515,3465,3301,4229
"S01009052",4480,4624,5443,5031,3908,3522,4096
"S01009053",331,281,1438,5255,662,210,251
"S01009054",1399,3194,1993,2372,4867,3271,3260
"S01009055",3767,4626,6031,1053,4643,4882,4964
"S01009056",1330,1568,2217,6386,5002,1595,1265
"S01009057",2312,1866,2122,6949,429,736,1220
"S01009058",3607,1404,4555,6551,1746,1952,2119
"S01009059",4581,3585,5470,4730,1809,2921,2434
"S01009060",5875,6592,6178,3729,4452,6246,6556
"S01009061",3351,3783,3633,2270,6003,3714,3274
"S01009062",1266,2027,4125,4669,657,1572,1440
"S01009063",4773,4650,6510,2613,5001,4861,4284
"S01009064",2348,3068,3773,3319,2956,2591,2684
"S01009065",799,1549,3214,5584,397,1059,916
"S01009066",1418,2608,4069,6087,2807,2111,1791
"S01009067",5088,5756,6654,3005,5211,5937,5565
"S01009068",1966,2699,3537,3445,4015,2514,3168
"S01009069",4502,5707,6923,1227,6731,6326,6181
"S01009070",4704,5106,5633,3747,3617,5160,4546
"S01009071",4349,4016,4324,938,3300,4043,4172
"S01009072",4207,5624,5744,2387,3826,5188,4779
"S01009073",2100,2717,2195,5001,4016,1997,2630
"S01009074",1874,2189,2488,3109,3707,1452,1805
"S01009075",3019,3979,3310,4424,3058,3204,2195
"S01009076",3365,4669,4216,1880,3433,4641,3911
"S01009077",2936,5004,5137,4206,3660,2564,3245
"S01009078",5217,6936,6930,2386,5606,6956,6943
"S01009079",899,1460,3190,5688,1957,1220,1684
"S01009080",2684,3491,3398,4513,5369,1910,2162
"S01009081",4140,4299,6231,2509,3810,3817,3424
"S01009082",1960,2364,2959,3383,1918,2347,2726
"S01009083",2153,3574,3982,1895,3649.5,2914,2937
"S01009084",3506,2581,5601,634,1148,1999,1777
"S01009085",5726,6900,6858,601,5686,6753,6801
"S01009086",3292,1993,3405,1048,2722,2317,1853
"S01009087",1897,1573,5320,808,2555,2574,2430
"S01009088",4281,3582,5407,989,659,4212,3933
"S01009089",6500,6453,6678,1237,6732,4695,4161
"S01009090",6092,6759,6643,1818,4749,6462,6494
"S01009091",6318,6952,6431,1141,6440,6972,6951
"S01009092",4233,3204,5024,4103,2312.5,3755,3403
"S01009093",2633,1429,3427,1477,3334,2468,1899
"S01009094",6216,6627,6768,1385,6390,6798,6250
"S01009095",5167,3881,3711,5313,1083,4337,4275
"S01009096",4863,4276,5116,3904,4804,4281,4127
"S01009097",5917,5389,5826,2552,5953,6652,5921
"S01009098",5924,5482,6919,1960,5350,5921,6030
"S01009099",4348,2158,3498,6025,2312.5,2691,2293
"S01009100",2665,825,2379,6168,1563,1665,1528
"S01009101",1130,1786,2708,4177,2382,2327,2077
"S01009102",837,1442,1542,2810,815,467,970
"S01009103",6138,5610,6731.5,1430,4730,5892,4799
"S01009104",3534,2330,4951,3666,1198,2809,2707
"S01009105",4507,3176,5643,5222,2185,3463,2776
"S01009106",3048,3348,6097,5142,3504,3906,3774
"S01009107",4616,4159,5265,1924,2193,5014,4692
"S01009108",6009,5982,6384,2153,4309,5919,5818
"S01009109",6083,5862,6603,1853,6733,6508,6585
"S01009110",3849,2909,5696,2189,3496,3365,3795
"S01009111",5847,4761,4547,2619,4926,5184,4883
"S01009112",6132,5752,6969,1833,5473,6891,6058
"S01009113",6033,4918,5645,2533,6006,5980,5730
"S01009114",5268,4945,3604,4034,3998,4947,4468
"S01009115",5095,3177,3100,4422,3671,2648,3251
"S01009116",5859,6254,6284,2656,5972,6602,6276
"S01009117",3543,2589,3492,3046,3905,3367,2735
"S01009118",5994,5176,6508,2414,6322,5400,5469
"S01009119",1014,1659,2911,2654,3318,2237,2009
"S01009120",2191,2650,4083,2687,3695,2140,2376
"S01009121",1957,2972,3225,1648,1980,2977,2184
"S01009122",3401,2810,3767,574,1644,2727,2606
"S01009123",3569,4374,5266.5,853,3661,5018,6344
"S01009124",4460,3937,4351,1210,5250,5387,4976
"S01009125",2982,2205,2695,1458,4079,3362,2048
"S01009126",147,228,1741,2835,516,53,129
"S01009127",1567,662,2073,1553,1810,717,528
"S01009128",605,300,3036,6510,508,363,350
"S01009129",684,775,2103,4443,863,301,723
"S01009130",1230,2310,3705,4506,791,1614,1989
"S01009131",1825,1703,1727,5931,287,2374,1411
"S01009132",4423,5016,5787,6206,2973,4652,4734
"S01009133",1679,929,2464,5680,178,1187,1361
"S01009134",3681,3901,4955,5508,2801,3518,4048
"S01009135",4924,5010,4893,6003,2466,5099,3889
"S01009136",4494,2981,6537,5976,3377,5048,5520
"S01009137",5519,6537,6877,2118,6734,6691,6826
"S01009138",5882,5076,5410,6596,2751,5126,4971
"S01009139",1847,1814,2022,6830,988,993,744
"S01009140",3442,2355,2800,6611,98,1425,1317
"S01009141",1622,484,2995,5519,1049,768,610
"S01009142",1029,1537,886,5842,199,1449,561
"S01009143",400,239,1404,6253,2390,716,492
"S01009144",4070,4758,5587,3699,2197,4754,5299
"S01009145",3004,3134,3169,5483,3885,3593,2708
"S01009146",672,1903,1564,3101,1496,1864,2084
"S01009147",468,1618,3088,3345,2293,1438,1061
"S01009148",1094,2552,1764,1749,2499,1994,2255
"S01009149",4260,3926,2906,3648,81,3711,3703
"S01009150",5187,1216,4064,3139,6735,858,216
"S01009151",4875,2587,4625,5625,1555,4328,4535
"S01009152",3611,1625,1521,5624,2100,2073,1263
"S01009153",3708,3669,1466,6284,16,3415,2832
"S01009154",5438,3967,3672,4763,462,4905,4556
"S01009155",6259,5371,6484,5731,3753,4728,4627
"S01009156",6158,6119,6531,3121,4165,6000,5989
"S01009157",2743,3846,4077,2761,4388,2623,3228
"S01009158",2941,3609,6173,4239,3785,1971,2599
"S01009159",869,195,1760,4735,198,208,229
"S01009160",2507,1874,2281,6102,891,1767,1613
"S01009161",304,1189,2127,3877,709,401,502
"S01009162",1509,564,2293,6413,213,792,477
"S01009163",4539,1909,3676,3680,2226,2326,2130
"S01009164",1436,2757,3004,2338,5360,2859,2539
"S01009165",702,1397,3861.5,3642,990,1068,1160
"S01009166",693,574,2156,5129,1081,1128,861
"S01009167",996,1906,1436,3385,2816,1044,1654
"S01009168",5812,5495,4050,4076,2490,6670,4023
"S01009169",1616,1393,3501,3595,5106,1810,1995
"S01009170",839,2083,1863,2900,1999,1384,1917
"S01009171",2062,2646,5173,1848,1824,3529,2513
"S01009172",6722,6408,6889,4029,4800,6627,5999
"S01009173",6084,6566,5920,870,4639,6372,6428
"S01009174",6015,6943,6489,800,6736,6688,6700
"S01009175",6561,6610,6906,592,6105,6940,6797
"S01009176",6522,5936,6746,803,4690,4995,3735
"S01009177",1855,1702,2836,835,2892,1271,1319
"S01009178",1663,1882,1557,778,1330,941,837
"S01009179",2744,2485,2934,1026,2667,1920,1694
"S01009180",1900,2534,3050,1898,1207,2464,1943
"S01009181",2272,4175,3803,1722,1537,3128,3555
"S01009182",4192,4091,6195,1537,3656,4324,4483
"S01009183",5670,5909,5220,1259,5880,5731,5508
"S01009184",671,2018,3346,3397,2481,1567,1590
"S01009185",1534,2405,2909,2632,1031,1565,1726
"S01009186",2298,4218,3336,2436,2761,3207,3025
"S01009187",5439,3952,4833,755,2769,5411,5390
"S01009188",1059,2616,5301,2339,3936,2028,2208
"S01009189",628,2351,3648,3304,3283,1631,2118
"S01009190",4633,6257,6639,1482,3909,5149,5412
"S01009191",5960,6833,6196,934,5735,6809,6538
"S01009192",3667,5790,5211,5414,676,4789,6191
"S01009193",4466,6416,5965,1114,6027,6257,6789
"S01009194",6161,6500,6823,1034,6226,6263,5218
"S01009195",6369,5819,6827,3102,5086,5482,6231
"S01009196",2541,3397,4899.5,4119,3157,3252,2871
"S01009197",5953,5788,6366,1208,5805,6097,5960
"S01009198",5818,5079,6020,1573,6737,5268,4193
"S01009199",5939,4095,6583,2650,5320,5024,4316
"S01009200",5162,5744,6287,1294,4585,5228,5316
"S01009201",2148,3474,3885.5,2246,4610,2366,2575
"S01009202",5904,6285,6922,1023,5447,6451,6804
"S01009203",89,818,3904,2801,1119,987,572
"S01009204",1773,3480,2044,1329,3026,2177,2841
"S01009205",5061,5282,6515,1440,5813,6745,6001
"S01009206",6387,4922,5797,1051,5792,6589,5373
"S01009207",4690,6173,5190,1920,5089,6152,5142
"S01009208",4664,4227,5440,3471,5612,4901,3453
"S01009209",4588,4183,5661,3429,5248,5927,5646
"S01009210",6082,5826,5881,2284,217,6166,5674
"S01009211",2680,4750,4601,1771,6011,2917,4344
"S01009212",1148,2312,2815,3173,3814,2337,2093
"S01009213",1788,1293,2486,4220,2738,1943,2368
"S01009214",4322,4350,6406,3440,5924,5287,4894
"S01009215",2670,2851,4786,3627,1841,2203,1902
"S01009216",1707,2846,2794,3353,3349,2625,2280
"S01009217",572,824,1553,1668,1317,784,1117
"S01009218",3757,4305,3840,2228,4124,3847,3629
"S01009219",2477,1723,2655,1229,3686,2592,1274
"S01009220",1571,2474,5047,1572,2140,2839,1673
"S01009221",2904,2976,1805,2708,2256,3142,2969
"S01009222",1232,3358,1770,1827,1740,2235,1502
"S01009223",1786,2768,5253,3529,2974,3470,2994
"S01009224",1192,2030,2826,3008,1340,2789,1921
"S01009225",3245,2326,3435,2091,2969,2875,2925
"S01009226",981,1484,4321,3569,652,1582,1070
"S01009227",3300,2498,4517,5145,2230,2584,2253
"S01009228",199,960,3327,4770,1223,724,919
"S01009229",3584,2402,4327,6208,744,3388,2550
"S01009230",3832,3362,2193,5602,4149,3454,2507
"S01009231",3810,3907,5225,3050,4478,4581,3999
"S01009232",643,1302,1707,5522,501,800,123
"S01009233",1695,2535,5539,6689,3310,3081,2995
"S01009234",370,862,1631,5719,830,599,454
"S01009235",1001,1854,2339,6329,2221,1736,1101
"S01009236",4762,4917,5568,6015,2176,5172,4312
"S01009237",6400,5979,5526,5490,3932,6122,6225
"S01009238",1753,2164,2472,1316,3246,2777,1657
"S01009239",2295,2131,3203,3646,2128,2229,2524
"S01009240",166,381,3084,4775,497,315,78
"S01009241",790,1567,3494,3862,871,653,608
"S01009242",4817,3353,5090,4037,1651,2676,2752
"S01009243",2240,2945,3513,2263,3608,2818,2976
"S01009244",5303,5913,6345,991,3921,6167,6285
"S01009245",3668,4997,5949,2412,4668,5302,5460
"S01009246",1513,3132,3146,5730,3405,2756,3144
"S01009247",1981,3052,2948,4622,3801,3117,3352
"S01009248",3999,4709,5596,3631,4050,4527,3638
"S01009249",1040,2215,3419.5,6377,2580,1515,1036
"S01009250",1274,3222,3485,4343,3713,4147,2772
"S01009251",3172,3820,6635,5269,4671,3098,3341
"S01009252",5887,6924,6091,3865,4431,6837,6648
"S01009253",1042,1778,2359,5998,3059,2425,1970
"S01009254",349,783,2899,5984,1069,1308,1028
"S01009255",882,2564,787,6267,1172,1727,1863
"S01009256",3509,5365,4975,5763,5076,4209,3956
"S01009257",3125,4543,2123,6419,3649.5,3833,2846
"S01009258",4701,4406,3458,483,3128,4374,3659
"S01009259",5247,5363,6521,4444,3225,4539,4699
"S01009260",2787,3704,3321,2282,4301,3633,3590
"S01009261",1294,2157,3842,3709,1352,1393,1073
"S01009262",268,2054,2685,1970,3768,1315,1331
"S01009263",4263,6770,6054,1534,6076,6554,6462
"S01009264",4323,5163,6203,1168,5296,5233,4541
"S01009265",3314,3406,3455,2441,4286,3657,2901
"S01009266",2912,2322,5918,2227,5012,2764,2085
"S01009267",4307,3497,3843,3604,3633,4082,3206
"S01009268",2351,3150,4982,1195,4494,3756,3388
"S01009269",322,1043,4388,2504,579,450,827
"S01009270",1501,1560,1856,3679,4957,1490,1225
"S01009271",4596,6114,6131,1035,6047,6335,5277
"S01009272",746,1506,3077,1674,3087,1551,1152
"S01009273",6416,5861,6674,899,5161,6282,4984
"S01009274",4373,3883,4473,1207,4391,5082,4335
"S01009275",5225,2225,4973,299,3798,2785,1557
"S01009276",4702,4752,5687,1107,6738,4173,3707
"S01009277",5106,6293,6609,374,5760,5375,4520
"S01009278",6047,5964,6311,845,5406,6447,6199
"S01009279",2746,4027,4413,1242,5905,3050,2837
"S01009280",319,1163,2715,3158,2815,884,617
"S01009281",778,1153,2292,2069,3211,1783,1240
"S01009282",4769,4371,5022,764,4476,3649,3278
"S01009283",3463,3849,2142,923,2606,3828,3768
"S01009284",6551,6166,6565,2211,6287,5744,5622
"S01009285",5435,5230,5257,1257,6123,5298,4458
"S01009286",6448,4798,5828,2148,6739,5473,5241
"S01009287",6647,6239,6871,1262,6740,5898,5741
"S01009288",5756,5797,6077,1308,6741,5837,5426
"S01009289",5947,5281,6614,1513,6135,4820,4701
"S01009290",6741,6774,6970,1321,4172,6887,5956
"S01009291",5621,6486,5914,818,6218,6018,6261
"S01009292",1387,3180,2146,2292,3037,1948,1711
"S01009293",3472,4701,4848,1254,6168,4103,4061
"S01009294",6000,6294,6577,943,5657,6392,5573
"S01009295",5078,5916,6179,824,5977,6347,5445
